The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", ld_category "leaf distribution ", ld_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT ld_m.ld_category, sbs.sbs_sbsnumber, ld_m.m_methodname, sbs.sbs_sbsname, ld_m.ld_valid, ld_m.ref_refname, ld_m.or_origrefname, ld_m.ld_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ld.ld_sbsnumber, r_ld.ld_category, m.m_methodname, r_ld.ld_valid, r_ld.ref_refname, r_ld.or_origrefname FROM (SELECT ld_orf.ld_sbsnumber, ld_orf.ld_category, ld_orf.ld_methodid, ld_orf.ld_valid, r.ref_refname, ld_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ld.ld_sbsnumber, ld.ld_category, ld.ld_methodid, ld.ld_valid, ld.ld_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS ld_sbsnumber, leafdistributionname AS ld_category, methodid AS ld_methodid, valid AS ld_valid, referenceid AS ld_referenceid, origreferenceid AS ld_origreferenceid FROM (select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid, leafdistributionname
from
(select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid from leafdistribution natural join taxontosbsassignment)
natural join
leafdistributionname_lv WHERE valid IN (-2, 1))) ld FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ld.ld_origreferenceid = orf.or_origrefid) ld_orf ON r.ref_referenceid = ld_orf.ld_referenceid) r_ld LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_ld.ld_methodid = m.m_methodid) ld_m ON sbs.sbs_sbsnumber = ld_m.ld_sbsnumber)
on Mon Apr 26 11:03:40 CEST 2010 .

SBS number;general method;SBS name;leaf distribution ;valid;reference;original reference
14602;unknown;Nasturtium officinale;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
14626;unknown;Rorippa palustris;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
29728;unknown;Potentilla heptaphylla;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
28146;unknown;Polygala amarella;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
28229;unknown;Armeria maritima s. maritima;rosette / tufted plant above ground, above ground in water or on water surface ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
21160;unknown;Vicia lathyroides;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
19845;unknown;Lathyrus tuberosus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25308;unknown;Morus alba;leaves distributed regularly along the stem ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25309;unknown;Morus nigra;leaves distributed regularly along the stem ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
14784;unknown;Phyteuma spicatum;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
14841;unknown;Lobelia dortmanna;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
30045;unknown;Malus domestica;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25513;unknown;Papaver dubium;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25522;unknown;Fumaria vaillantii;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25533;unknown;Glaucium flavum;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25549;unknown;Fumaria officinalis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25589;unknown;Papaver somniferum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
25636;unknown;Parnassia palustris;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
30071;unknown;Rubus chamaemorus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
19964;unknown;Ornithopus perpusillus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
19964;unknown;Ornithopus perpusillus;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
19987;unknown;Mercurialis perennis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
13904;unknown;Rorippa austriaca;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
13910;unknown;Rorippa sylvestris;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
13910;unknown;Rorippa sylvestris;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
20237;unknown;Euphorbia esula subsp. tommasiniana;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
23952;unknown;Salvia verticillata;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
23985;unknown;Prunella grandiflora;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
23985;unknown;Prunella grandiflora;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
24198;unknown;Leonurus marrubiastrum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
20294;unknown;Euphorbia amygdaloides;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
20503;unknown;Lathyrus montanus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
14004;unknown;Hesperis matronalis;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
17304;unknown;Stellaria palustris;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
29465;unknown;Alchemilla monticola;semi-rosette ;1;BIOPOP April 2005;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
14291;unknown;Barbarea vulgaris;semi-rosette ;1;BIOPOP April 2005;MacDonald, M. A. (1974): Cauline rosettes - an asexual means of reproduction and dispersal occuring after seed formation in Barbarea vulgaris (yellow rocket).
12652;unknown;Arabidopsis thaliana;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Hanf, M. (1990): Ackerunkräuter Europas mit ihren Keimlingen und Samen
13947;unknown;Lepidium ruderale;semi-rosette ;1;BIOPOP April 2005;Schaeppi, H. (1959): Morphologische und biologische Untersuchungen an der virginischen Kresse (Lepidium virginicum L. ).
13952;unknown;Lepidium virginicum;semi-rosette ;1;BIOPOP April 2005;Schaeppi, H. (1959): Morphologische und biologische Untersuchungen an der virginischen Kresse (Lepidium virginicum L. ).
25668;unknown;Malva pusilla;leaves distributed regularly along the stem ;1;Makowski, R. M. D. (1989): The biology of Canadian weeds. 91. Malva pusilla Sm. (=M. rotundifolia L.).;Makowski, R. M. D. (1989): The biology of Canadian weeds. 91. Malva pusilla Sm. (=M. rotundifolia L.).
23212;unknown;Hypericum perforatum;semi-rosette ;1;BIOPOP April 2005;Crompton, C. W.(1988): The biology of Canadian weeds. 83. Hypericum perforatum.
23212;unknown;Hypericum perforatum;semi-rosette ;1;BIOPOP April 2005;Crompton, C. W.(1988): The biology of Canadian weeds. 83. Hypericum perforatum.
33737;unknown;Veronica persica;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kutschera, L. (1960): Wurzelatlas mitteleuropäischer Ackerunkräuter und Kulturpflanzen. Frankfurt/M., DLG-Verlags-GmbH
43540;unknown;Lolium perenne;semi-rosette ;1;BIOPOP April 2005;Beddows, A. R. (1967): Biological flora of the British Isles: Lolium perenne L.
43540;unknown;Lolium perenne;semi-rosette ;1;BIOPOP April 2005;Beddows, A. R. (1967): Biological flora of the British Isles: Lolium perenne L.
1916;unknown;Anthriscus sylvestris;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Troll, W. (1943): Vergleichende Morphologie der höheren Pflanzen
12848;unknown;Capsella bursa-pastoris;semi-rosette ;1;BIOPOP April 2005;Troll, W. (1943): Vergleichende Morphologie der höheren Pflanzen
684;unknown;Picea glauca;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Humphries, C. J.(1990): Der Kosmos-Baumführer
10587;unknown;Sonchus oleraceus;semi-rosette ;1;BIOPOP April 2005;Lewin, R. A. (1948): Biological Flora of the British Isles.  Sonchus L.  (Sonchus oleraceus L.  and S.  asper (L. ) Hill).
1232;unknown;Heracleum sphondylium;semi-rosette ;1;BIOPOP April 2005;Sheppard, A. W. (1991): Biological flora of the British Isles: Heracleum sphondylium L.
25500;unknown;Papaver argemone;semi-rosette ;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
25577;unknown;Papaver rhoeas;semi-rosette ;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
25577;unknown;Papaver rhoeas;semi-rosette ;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
25595;unknown;Papaver hybridum;semi-rosette ;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
40414;unknown;Arrhenatherum elatius;semi-rosette ;1;BIOPOP April 2005;Pfitzenmeyer, C. D. C. (1962): Biological flora of the British Isles: Arrhenatherum elatius (L.) J. & C. Presl.
34956;unknown;Hyoscyamus niger;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
3665;unknown;Arnica montana;semi-rosette ;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
26973;unknown;Helleborus niger;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
40170;unknown;Festuca halleri;semi-rosette ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
40199;unknown;Festuca violacea;semi-rosette ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
41052;unknown;Festuca intercedens;semi-rosette ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
41584;unknown;Festuca stricta;semi-rosette ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
41820;unknown;Festuca laxa;leaves distributed regularly along the stem ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
41823;unknown;Festuca makutrensis;semi-rosette ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
41826;unknown;Festuca ophioliticola;semi-rosette ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
42318;unknown;Festuca vivipara;semi-rosette ;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa, Volume 1
27501;unknown;Portulaca oleracea;leaves distributed regularly along the stem ;1;Miyanishi, K. (1980): The biology of Canadian weeds. 40. Portulaca oleracea L.;Miyanishi, K. (1980): The biology of Canadian weeds. 40. Portulaca oleracea L.
12519;unknown;Cynoglossum officinale;semi-rosette ;1;BIOPOP April 2005;Upadhyaya, M. K.(1988): The biology of Canadian weeds. 87. Cynoglossum officinale L.
59373;unknown;Taraxacum Sec. Ruderalia;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Stewart-Wade, S. M.(2002): The biology of Canadian weeds. 117. Taraxacum officinale G.H. Weber ex Wiggers.
3013;unknown;Achillea millefolium;semi-rosette ;1;BIOPOP April 2005;Warwick, S.I. (1982): The biology of Canadian weeds. 52. Achillea millefolium L. S.L.
29712;unknown;Potentilla anserina;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Miyanishi, K.(1991): The biology of Canadian weeds. 98. Potentilla anserina L.
6499;unknown;Hypochoeris radicata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Aarssen, L.W. (1981): The biology of Canadian weeds. 50. Hypochoeris radicata L.
3170;unknown;Carlina acanthifolia;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Meusel, H. (1970): Wuchsformenreihen mediterran-mitteleuropäischer Angiospermen-Taxa.
3338;unknown;Carlina vulgaris;semi-rosette ;1;BIOPOP April 2005;Meusel, H. (1970): Wuchsformenreihen mediterran-mitteleuropäischer Angiospermen-Taxa.
19381;unknown;Scabiosa columbaria;semi-rosette ;1;BIOPOP April 2005;Meusel, H. (1970): Wuchsformenreihen mediterran-mitteleuropäischer Angiospermen-Taxa.
19382;unknown;Scabiosa columbaria s. columbaria;semi-rosette ;1;BIOPOP April 2005;Meusel, H. (1970): Wuchsformenreihen mediterran-mitteleuropäischer Angiospermen-Taxa.
28355;unknown;Armeria maritima;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Woodell, S. R. J. (1993): Biological flora of the British Isles: Armeria maritima (Mill.) Willd. (Statice armeria L., S. maritima Mill.).
6499;unknown;Hypochoeris radicata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Turkington, R. A. (1983): Biological flora of the British Isles: Hypochoeris radicata L.
40923;unknown;Avenula pubescens;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Dixon, J. M. (1991): Biological flora of the British Isles: Avenula (Dumort.) Dumort.
15334;unknown;Viburnum lantana;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kollmann, J. (2002): Biological flora of the British Isles: Viburnum lantana L. und Viburnum opulus L. (V. lobatum Lam., Opulus vulgaris Borkh.).
15336;unknown;Viburnum opulus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kollmann, J. (2002): Biological flora of the British Isles: Viburnum lantana L. und Viburnum opulus L. (V. lobatum Lam., Opulus vulgaris Borkh.).
21886;unknown;Lotus corniculatus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Jones, D. A. (1986): Biological flora of the British Isles: Lotus corniculatus L.
13825;unknown;Thlaspi arvense;semi-rosette ;1;BIOPOP April 2005;Best, K. F. (1975): The biology of Canadian weeds. 9. Thlaspi arvense L.
6658;unknown;Hieracium pilosella;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Bishop, G. F. (1994): Biological flora of the British Isles: Hieracium pilosella.
40299;unknown;Deschampsia cespitosa;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Davy, A. J. (1980): Biological flora of the British Isles: Deschampsia caespitosa (L.) Beauv.
26075;unknown;Epilobium angustifolium;semi-rosette ;1;BIOPOP April 2005;Myerscough, P. J. (1980): Biological flora of the British Isles: Epilobium angustifolium L.
32859;unknown;Verbascum thapsus;semi-rosette ;1;BIOPOP April 2005;Gross, K. L. (1978): The biology of Canadian weeds.  28.  Verbascum thapsus and V.  blattaria.
32871;unknown;Verbascum blattaria;semi-rosette ;1;BIOPOP April 2005;Gross, K. L. (1978): The biology of Canadian weeds.  28.  Verbascum thapsus and V.  blattaria.
26865;unknown;Ranunculus acris;semi-rosette ;1;BIOPOP April 2005;Harper, J. L. (1957): Biological flora of the British Isles: Ranunculus acris, R. repens, R. bulbosus.
43196;unknown;Lolium multiflorum;rosette / tufted plant above ground, above ground in water or on water surface ;1;Beddows, A. R. (1973): Biological flora of the British Isles: Lolium multiflorum Lam.;Beddows, A. R. (1973): Biological flora of the British Isles: Lolium multiflorum Lam.
34818;unknown;Valerianella carinata;semi-rosette ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
34818;unknown;Valerianella carinata;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
34799;unknown;Valeriana repens;semi-rosette ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
34799;unknown;Valeriana repens;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
40299;unknown;Deschampsia cespitosa;semi-rosette ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
37970;unknown;Carex digitata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
61197;unknown;Leucanthemum ircutianum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
6629;unknown;Lapsana communis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
6629;unknown;Lapsana communis;semi-rosette ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
14097;unknown;Erysimum cheiranthoides;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
19058;unknown;Knautia arvensis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
24182;unknown;Lamium album;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
40681;unknown;Digitaria ischaemum;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kirchner, O. v.(1936): Lebensgeschichte der Blütenpflanzen Mitteleuropas
40683;unknown;Digitaria sanguinalis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kirchner, O. v.(1936): Lebensgeschichte der Blütenpflanzen Mitteleuropas
43483;unknown;Tragus racemosus;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kirchner, O. v.(1936): Lebensgeschichte der Blütenpflanzen Mitteleuropas
22675;unknown;Erodium cicutarium;semi-rosette ;1;BIOPOP April 2005;Kirchner, O. v.(1936): Lebensgeschichte der Blütenpflanzen Mitteleuropas
30139;unknown;Sanguisorba officinalis;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
3071;unknown;Crepis capillaris;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
3597;unknown;Centaurea scabiosa;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
3597;unknown;Centaurea scabiosa;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
3737;unknown;Cirsium vulgare;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
3737;unknown;Cirsium vulgare;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
1519;unknown;Angelica sylvestris;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
1183;unknown;Pastinaca sativa;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
4230;unknown;Crepis biennis;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
4230;unknown;Crepis biennis;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
6658;unknown;Hieracium pilosella;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
7298;unknown;Leontodon autumnalis;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
9660;unknown;Picris hieracioides;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
6499;unknown;Hypochoeris radicata;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
24350;unknown;Prunella vulgaris;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
24813;unknown;Teucrium chamaedrys;leaves distributed regularly along the stem ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
19382;unknown;Scabiosa columbaria s. columbaria;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
14249;unknown;Cardamine pratensis;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
26809;unknown;Ranunculus bulbosus;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
29153;unknown;Sanguisorba minor;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
25159;unknown;Ajuga reptans;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
24142;unknown;Ajuga genevensis;semi-rosette ;1;BIOPOP April 2005;Kutschera, L. (1992): Wurzelatlas mitteleuropäischer Grünlandpflanzen. Band 2. Pteridophyta und Dicotenydonae (Magnolipsida). Teil 1
