The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", sfb_category "shoot growth form", sfb_branching "branching", sfb_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT sfb_m.sfb_category, sbs.sbs_sbsnumber, sfb_m.m_methodname, sbs.sbs_sbsname, sfb_m.sfb_branching, sfb_m.sfb_valid, sfb_m.ref_refname, sfb_m.or_origrefname, sfb_m.sfb_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_sfb.sfb_sbsnumber, r_sfb.sfb_category, m.m_methodname, r_sfb.sfb_branching, r_sfb.sfb_valid, r_sfb.ref_refname, r_sfb.or_origrefname FROM (SELECT sfb_orf.sfb_sbsnumber, sfb_orf.sfb_category, sfb_orf.sfb_methodid, sfb_orf.sfb_branching, sfb_orf.sfb_valid, r.ref_refname, sfb_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sfb.sfb_sbsnumber, sfb.sfb_category, sfb.sfb_methodid, sfb.sfb_branching, sfb.sfb_valid, sfb.sfb_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS sfb_sbsnumber, shootformname AS sfb_category, methodid AS sfb_methodid, branchingtypename AS sfb_branching, valid AS sfb_valid, referenceid AS sfb_referenceid, origreferenceid AS sfb_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformname, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, shootformid 
from
(select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformid from shootform natural join taxontosbsassignment)
natural join
shootformname_lv WHERE valid IN (-2, 1))) sfb FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sfb.sfb_origreferenceid = orf.or_origrefid) sfb_orf ON r.ref_referenceid = sfb_orf.sfb_referenceid) r_sfb LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_sfb.sfb_methodid = m.m_methodid) sfb_m ON sbs.sbs_sbsnumber = sfb_m.sfb_sbsnumber)
on Mon Apr 26 11:09:26 CEST 2010 .

SBS number;general method;SBS name;shoot growth form;branching;valid;reference;original reference
19359;observation (like obvious taxonomical traits);Dipsacus fullonum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24284;observation (like obvious taxonomical traits);Mentha pulegium;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24289;observation (like obvious taxonomical traits);Mentha spicata;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24299;observation (like obvious taxonomical traits);Salvia pratensis;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24350;observation (like obvious taxonomical traits);Prunella vulgaris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24369;observation (like obvious taxonomical traits);Stachys arvensis;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24386;observation (like obvious taxonomical traits);Scutellaria galericulata;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24425;observation (like obvious taxonomical traits);Hippuris vulgaris;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24425;observation (like obvious taxonomical traits);Hippuris vulgaris;Emergent, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24460;observation (like obvious taxonomical traits);Teucrium scorodonia;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24497;observation (like obvious taxonomical traits);Ajuga chamaepitys;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24586;observation (like obvious taxonomical traits);Galeopsis bifida;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24606;observation (like obvious taxonomical traits);Lycopus europaeus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24614;observation (like obvious taxonomical traits);Marrubium vulgare;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24619;observation (like obvious taxonomical traits);Melittis melissophyllum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24622;observation (like obvious taxonomical traits);Mentha aquatica;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24648;observation (like obvious taxonomical traits);Galeopsis tetrahit;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24650;observation (like obvious taxonomical traits);Glechoma hederacea;Stem prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14291;observation (like obvious taxonomical traits);Barbarea vulgaris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14378;observation (like obvious taxonomical traits);Barbarea stricta;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14430;observation (like obvious taxonomical traits);Cardamine bulbifera;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14458;observation (like obvious taxonomical traits);Cochlearia officinalis subsp. pyrenaica;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14463;observation (like obvious taxonomical traits);Crambe maritima;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14468;observation (like obvious taxonomical traits);Diplotaxis tenuifolia;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15329;observation (like obvious taxonomical traits);Symphoricarpos albus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28798;observation (like obvious taxonomical traits);Moneses uniflora;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28803;observation (like obvious taxonomical traits);Monotropa hypopitys;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19475;observation (like obvious taxonomical traits);Vaccinium myrtillus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19476;observation (like obvious taxonomical traits);Vaccinium oxycoccos;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19489;observation (like obvious taxonomical traits);Erica tetralix;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19491;observation (like obvious taxonomical traits);Erica vagans;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19494;observation (like obvious taxonomical traits);Gaultheria shallon;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19499;observation (like obvious taxonomical traits);Ledum palustre;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19506;observation (like obvious taxonomical traits);Loiseleuria procumbens;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19512;observation (like obvious taxonomical traits);Phyllodoce caerulea;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19518;observation (like obvious taxonomical traits);Rhododendron luteum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24784;observation (like obvious taxonomical traits);Nepeta cataria;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24844;observation (like obvious taxonomical traits);Stachys germanica;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28809;observation (like obvious taxonomical traits);Orthilia secunda;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28858;observation (like obvious taxonomical traits);Primula veris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28861;observation (like obvious taxonomical traits);Glaux maritima;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28871;observation (like obvious taxonomical traits);Trientalis europaea;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28880;observation (like obvious taxonomical traits);Lysimachia terrestris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28898;observation (like obvious taxonomical traits);Primula scotica;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28915;observation (like obvious taxonomical traits);Primula farinosa;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28918;observation (like obvious taxonomical traits);Hottonia palustris;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28922;observation (like obvious taxonomical traits);Lysimachia nummularia;Stem prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28927;observation (like obvious taxonomical traits);Lysimachia nemorum;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28929;observation (like obvious taxonomical traits);Lysimachia punctata;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
28935;observation (like obvious taxonomical traits);Anagallis tenella;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19381;observation (like obvious taxonomical traits);Scabiosa columbaria;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19439;observation (like obvious taxonomical traits);Vaccinium vitis-idaea;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19459;observation (like obvious taxonomical traits);Rhododendron ponticum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
19473;observation (like obvious taxonomical traits);Vaccinium microcarpum;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
22101;observation (like obvious taxonomical traits);Trifolium repens;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
24230;observation (like obvious taxonomical traits);Galeopsis segetum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14065;observation (like obvious taxonomical traits);Draba muralis;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14067;observation (like obvious taxonomical traits);Draba norvegica;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14075;observation (like obvious taxonomical traits);Erophila verna;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14097;observation (like obvious taxonomical traits);Erysimum cheiranthoides;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14154;observation (like obvious taxonomical traits);Coronopus squamatus;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14170;observation (like obvious taxonomical traits);Draba aizoides;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14189;observation (like obvious taxonomical traits);Draba incana;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14206;observation (like obvious taxonomical traits);Brassica napus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14208;observation (like obvious taxonomical traits);Brassica oleracea;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14226;observation (like obvious taxonomical traits);Cakile maritima;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14226;observation (like obvious taxonomical traits);Cakile maritima;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14234;observation (like obvious taxonomical traits);Camelina sativa;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14239;observation (like obvious taxonomical traits);Cardamine amara;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
14245;observation (like obvious taxonomical traits);Cardamine hirsuta;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26598;observation (like obvious taxonomical traits);Trollius europaeus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26623;observation (like obvious taxonomical traits);Ranunculus reptans;Stem prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26624;observation (like obvious taxonomical traits);Ranunculus flammula;Stem prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26624;observation (like obvious taxonomical traits);Ranunculus flammula;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26637;observation (like obvious taxonomical traits);Ranunculus sardous;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26671;observation (like obvious taxonomical traits);Thalictrum alpinum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26674;observation (like obvious taxonomical traits);Thalictrum flavum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26692;observation (like obvious taxonomical traits);Ranunculus parviflorus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26692;observation (like obvious taxonomical traits);Ranunculus parviflorus;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26695;observation (like obvious taxonomical traits);Ranunculus peltatus;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26695;observation (like obvious taxonomical traits);Ranunculus peltatus;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26711;observation (like obvious taxonomical traits);Ranunculus tripartitus;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26711;observation (like obvious taxonomical traits);Ranunculus tripartitus;Submerged, attached to the substrate;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26711;observation (like obvious taxonomical traits);Ranunculus tripartitus;Stem prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26717;observation (like obvious taxonomical traits);Ranunculus sceleratus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26743;observation (like obvious taxonomical traits);Ranunculus lingua;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26758;observation (like obvious taxonomical traits);Ranunculus hederaceus;Floating leaves, attached to the substrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26758;observation (like obvious taxonomical traits);Ranunculus hederaceus;Stem prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26770;observation (like obvious taxonomical traits);Ranunculus repens;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26792;observation (like obvious taxonomical traits);Ranunculus ophioglossifolius;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15578;observation (like obvious taxonomical traits);Sagina nivalis;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15651;observation (like obvious taxonomical traits);Cerastium semidecandrum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15658;observation (like obvious taxonomical traits);Corrigiola litoralis;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15749;observation (like obvious taxonomical traits);Silene otites;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15803;observation (like obvious taxonomical traits);Herniaria ciliolata;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
15865;observation (like obvious taxonomical traits);Myosoton aquaticum;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29667;observation (like obvious taxonomical traits);Rosa agrestis;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29685;observation (like obvious taxonomical traits);Potentilla norvegica;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29693;observation (like obvious taxonomical traits);Potentilla rupestris;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29700;observation (like obvious taxonomical traits);Prunus domestica;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
29712;observation (like obvious taxonomical traits);Potentilla anserina;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20589;observation (like obvious taxonomical traits);Lupinus nootkatensis;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20595;observation (like obvious taxonomical traits);Medicago lupulina;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20595;observation (like obvious taxonomical traits);Medicago lupulina;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20645;observation (like obvious taxonomical traits);Ononis repens;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20650;observation (like obvious taxonomical traits);Medicago polymorpha;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20763;observation (like obvious taxonomical traits);Vicia orobus;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20898;observation (like obvious taxonomical traits);Lathyrus sylvestris;Lianas and climbers;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
20915;observation (like obvious taxonomical traits);Genista pilosa;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
25925;observation (like obvious taxonomical traits);Linum catharticum;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
25957;observation (like obvious taxonomical traits);Linum bienne;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26036;observation (like obvious taxonomical traits);Lythrum portula;Stem prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26038;observation (like obvious taxonomical traits);Lythrum salicaria;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26057;observation (like obvious taxonomical traits);Circaea alpina;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26061;observation (like obvious taxonomical traits);Circaea lutetiana;Stem erect ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
26071;observation (like obvious taxonomical traits);Epilobium alsinifolium;Stem ascending to prostrate ;;1;ECOFLORA - database of the ecological flora of the british isles;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []
