The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", pls_name "plant lifespan", pls_category1 "PLS 1", pls_category2 "PLS 2", ref_refname "reference", pls_genname "gen. plant life span", or_origrefname "original reference" FROM (SELECT case pls_category2id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category2, pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname FROM (SELECT case pls_category1id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, pls_category2id, ref_refname, pls_genname, or_origrefname FROM (SELECT r_pls.pls_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, category1of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category1id, category2of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category2id, r_pls.ref_refname, r_pls.pls_genname, r_pls.or_origrefname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pls_orf.pls_sbsnumber, pls_orf.pls_name, pls_orf.pls_categoryid, r.ref_refname, pls_orf.pls_genname, pls_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pls.pls_sbsnumber, pls.pls_name, pls.pls_categoryid, pls.pls_referenceid, pls.pls_genname, orf.or_origrefname FROM (SELECT sbsnumber AS pls_sbsnumber, plantlifespanname AS pls_name, plantlifespantypeid AS pls_categoryid, referenceid AS pls_referenceid, genplantlifespanname AS pls_genname, origreferenceid AS pls_origreferenceid FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, p_comment, plantlifespantypeid, genplantlifespantypeid, plantlifespanname, genplantlifespanname, plantlifespanid
FROM
	(SELECT plantlifespanid, taxonid, referenceid, origreferenceid, batchid, p_comment, a.plantlifespantypeid, a.plantlifespantypename AS plantlifespanname, b.plantlifespantypename AS genplantlifespanname, b.plantlifespantypeid AS genplantlifespantypeid
	FROM
		(SELECT * FROM PLANTLIFESPAN NATURAL JOIN PLANTLIFESPANTYPE_LV) a
		JOIN
		PLANTLIFESPANTYPE_LV b
		ON a.plantlifespantypeid - MOD(a.plantlifespantypeid,10) = b.plantlifespantypeid
	)
	NATURAL JOIN
	TAXONTOSBSASSIGNMENT)) pls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pls.pls_origreferenceid = orf.or_origrefid) pls_orf ON r.ref_referenceid = pls_orf.pls_referenceid) r_pls ON sbs.sbs_sbsnumber = r_pls.pls_sbsnumber GROUP BY pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname)))
on Mon Oct 27 17:56:48 CET 2008 .

SBS name;SBS number;plant lifespan;PLS 1;PLS 2;reference;gen. plant life span;original reference
Centaurea diffusa;6142;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Lactuca serriola;6360;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Lapsana communis;6629;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Hypochaeris glabra;7007;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Lactuca virosa;7940;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Liebenow, H. (1981): Giftpflanzen
Helichrysum bracteatum;7987;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Inula conyza;8404;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Onopordum acanthium;9350;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Onopordum acanthium;9350;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Roberts, H. A. (1979): Periodicity of seedling emergence and achene survival in some species of Carduus, Cirsium and Onopordum.[16]
Onopordum acanthium;9350;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Onopordum acanthium;9350;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Senecio aquaticus;9544;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Matricaria maritima;9565;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Picris hieracioides;9660;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Picris hieracioides;9660;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Picris hieracioides;9660;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Tragopogon pratensis;9791;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Tragopogon pratensis;9791;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Mulligan, G. A. (1973): Color, brightness, and other floral characteristics attracting insects to the blossoms of some Canadian weeds. [51]
Tragopogon dubius;9874;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Tragopogon dubius;9874;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Mulligan, G. A. (1973): Color, brightness, and other floral characteristics attracting insects to the blossoms of some Canadian weeds. [51]
Brassica elongata;14200;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Papaver argemone;25500;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Senecio jacobaea;10452;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Liebenow, H. (1981): Giftpflanzen
Senecio jacobaea;10452;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Bain, J. F. (1991): The biology of Canadian weeds. 96. Senecio jacobaea L.
Senecio jacobaea;10452;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Harper, J. L. (1957): Biological flora of the British Isles: Senecio jacobea. [45(2)]
Senecio jacobaea;10452;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
Senecio jacobaea;10452;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Otzen, D. (1977): Life forms of three Senecio species in relation to accumulation and utilization of non-structral carbohydrates.[26(5)]
Senecio vulgaris;10456;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Senecio vulgaris;10456;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Picris hieracioides s. villarsii;10611;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Senecio vernalis;11179;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Nonea atra;11895;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Omphalodes scorpioides;11922;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Onosma arenaria;11924;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Myosotis ramosissima;11938;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Myosotis stricta;11964;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Myosotis sylvatica;11966;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Lithospermum arvense;12012;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Myosotis arvensis;12027;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Myosotis arvensis;12027;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Echium italicum;12078;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Echium plantagineum;12090;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Echium vulgare;12105;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Echium vulgare;12105;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Echium vulgare;12105;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Cerinthe minor;12134;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Cerinthe minor;12134;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Anchusa undulata s. hybrida;12158;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Anchusa arvensis;12189;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Anchusa arvensis;12189;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Echium asperrimum;12462;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Cynoglossum officinale;12519;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Liebenow, H. (1981): Giftpflanzen
Cynoglossum officinale;12519;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Upadhyaya, M. K.(1988): The biology of Canadian weeds. 87. Cynoglossum officinale L.
Cynoglossum officinale;12519;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
Cynoglossum officinale;12519;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Cynoglossum officinale;12519;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Cynoglossum officinale;12519;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Anchusa officinalis;12527;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Anchusa azurea;12594;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Arabidopsis thaliana;12652;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Isatis praecox;12745;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Erucastrum nasturtiifolium;12804;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Erysimum hieracifolium;12817;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Erysimum hieracifolium;12817;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Capsella bursa-pastoris;12848;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Capsella bursa-pastoris;12848;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Capsella bursa-pastoris;12848;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Calepina irregularis;12957;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Tutin, T.G.(1964): Flora Europaea []
Arabis hirsuta;13002;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Braun, A.(1864): Flora der province brandenburg []
Arabis turrita;13010;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Barbarea intermedia;13016;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Sisymbrium altissimum;13034;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Alliaria petiolata;13080;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Cavers, P. B.(1979): The biology of Canadian weeds. 35. Alliaria petiolata.
Alliaria petiolata;13080;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Alliaria petiolata;13080;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Neslia paniculata;13116;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Conringia austriaca;13199;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Polunin, O.(1969): Flowers of Europe []
Descurainia sophia;13207;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
Diplotaxis erucoides;13209;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;strict monocarpic bi-annuals and poly-annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Erucastrum gallicum;13240;strict monocarpic bi-annuals and poly-annuals;Strict monocarpic bi-annuals and poly annuals;;BIOPOP April 2005;strict monocarpic bi-annuals and poly-annuals;Wehsarg, O. (1954): Ackerunkr‰uter. Biologie. Allgemeine Bek‰mpfung und Einzelbek‰mpfung []
